lng,lat,time,count
12960450,4827350,20151223000000 ,33
12959350,4827050,20151223000000 ,26
12960050,4826650,20151223000000 ,8
12960250,4827050,20151223000000 ,18
12960350,4827250,20151223000000 ,13
12959750,4826750,20151223000000 ,19
12960150,4826950,20151223000000 ,43
12960150,4827250,20151223000000 ,35
12959650,4827550,20151223000000 ,23
12959550,4826650,20151223000000 ,10
12959550,4826950,20151223000000 ,11
12959650,4827450,20151223000000 ,26
12960050,4826750,20151223000000 ,15
12960250,4827650,20151223000000 ,7
12960050,4827150,20151223000000 ,34
12959550,4827650,20151223000000 ,12
12959850,4827750,20151223000000 ,15
12959950,4826550,20151223000000 ,5
12959950,4827150,20151223000000 ,26
12959850,4826650,20151223000000 ,1
12959650,4826750,20151223000000 ,12
12960050,4827250,20151223000000 ,18
12959450,4827550,20151223000000 ,16
12960150,4827050,20151223000000 ,57
12960250,4826850,20151223000000 ,17
12959850,4827650,20151223000000 ,28
12960150,4826750,20151223000000 ,12
12959450,4827150,20151223000000 ,16
12959350,4826750,20151223000000 ,7
12959550,4826750,20151223000000 ,6
12959750,4827750,20151223000000 ,4
12959150,4827250,20151223000000 ,8
12959550,4827050,20151223000000 ,24
12959750,4827450,20151223000000 ,30
12959850,4826950,20151223000000 ,63
12960150,4827150,20151223000000 ,26
12960350,4827550,20151223000000 ,8
12960150,4826850,20151223000000 ,8
12959450,4827750,20151223000000 ,11
12959850,4827550,20151223000000 ,9
12960050,4827050,20151223000000 ,24
12959950,4827250,20151223000000 ,24
12959450,4827650,20151223000000 ,19
12959950,4826950,20151223000000 ,46
12960050,4827350,20151223000000 ,22
12959550,4827550,20151223000000 ,7
12960150,4827750,20151223000000 ,3
12960450,4827050,20151223000000 ,49
12959750,4827850,20151223000000 ,3
12959650,4827850,20151223000000 ,3
12960150,4827650,20151223000000 ,3
12959950,4827550,20151223000000 ,6
12959650,4827650,20151223000000 ,27
12959350,4827250,20151223000000 ,12
12959750,4826950,20151223000000 ,34
12959450,4827250,20151223000000 ,14
12960350,4826950,20151223000000 ,18
12959550,4827550,20151223003000 ,6
12959550,4827050,20151223003000 ,14
12959950,4827450,20151223003000 ,2
12959350,4827450,20151223003000 ,5
12960050,4826550,20151223003000 ,4
12960050,4827450,20151223003000 ,2
12960450,4827450,20151223003000 ,2
12959250,4826950,20151223003000 ,8
12960350,4826850,20151223003000 ,9
12959950,4827650,20151223003000 ,19
12960250,4827150,20151223003000 ,36
12960350,4827450,20151223003000 ,19
12960150,4827450,20151223003000 ,9
12959850,4826650,20151223003000 ,5
12960150,4826650,20151223003000 ,9
12959750,4827250,20151223003000 ,28
12960150,4827750,20151223003000 ,4
12960350,4827550,20151223003000 ,11
12959650,4827350,20151223003000 ,21
12960150,4827150,20151223003000 ,24
12959750,4826550,20151223003000 ,7
12959450,4827750,20151223003000 ,21
12959550,4827650,20151223003000 ,9
12959950,4827850,20151223003000 ,2
12959450,4827450,20151223003000 ,1
12959650,4827550,20151223003000 ,15
12960250,4827650,20151223003000 ,5
12959250,4827050,20151223003000 ,28
12959850,4826950,20151223003000 ,62
12960250,4826750,20151223003000 ,24
12959950,4826650,20151223003000 ,9
12959450,4826850,20151223003000 ,34
12959950,4827250,20151223003000 ,19
12960250,4827250,20151223003000 ,24
12960150,4826850,20151223003000 ,12
12960350,4827250,20151223003000 ,18
12960150,4827350,20151223003000 ,25
12959350,4826650,20151223003000 ,1
12959850,4827750,20151223003000 ,11
12960150,4827550,20151223003000 ,1
12959950,4827050,20151223003000 ,9
12959850,4826550,20151223003000 ,1
12959650,4827250,20151223003000 ,7
12959650,4827650,20151223003000 ,21
12960150,4827050,20151223003000 ,43
12960150,4827250,20151223003000 ,22
12959550,4826550,20151223003000 ,3
12959250,4827450,20151223003000 ,9
12959350,4827250,20151223003000 ,7
12959750,4827550,20151223003000 ,7
12960250,4826850,20151223003000 ,13
12959350,4826950,20151223003000 ,54
12959150,4827250,20151223003000 ,9
12960350,4827150,20151223003000 ,57
12959750,4827650,20151223003000 ,59
12959750,4826750,20151223003000 ,26
12959850,4827150,20151223003000 ,8
12960050,4826850,20151223003000 ,12
12959550,4826750,20151223003000 ,5
12959450,4827550,20151223003000 ,13
12959550,4827150,20151223003000 ,1
12959550,4827350,20151223003000 ,14
12959650,4826650,20151223003000 ,12
12959850,4826750,20151223003000 ,16
12959550,4827450,20151223003000 ,3
12959850,4827450,20151223003000 ,9
12959650,4826550,20151223003000 ,4
12960150,4826950,20151223003000 ,33
12959150,4827050,20151223003000 ,6
12959250,4827250,20151223003000 ,6
12959350,4827650,20151223003000 ,7
12959850,4827550,20151223003000 ,9
12959850,4827650,20151223003000 ,19
12959850,4827850,20151223003000 ,10
12960250,4827450,20151223003000 ,23
12959650,4827750,20151223003000 ,22
12960050,4827650,20151223003000 ,13
12960350,4827350,20151223003000 ,35
12959750,4827450,20151223003000 ,27
12959150,4826950,20151223003000 ,10
12959350,4826850,20151223003000 ,20
12959550,4826850,20151223003000 ,48
12959950,4827150,20151223003000 ,33
12959550,4827750,20151223003000 ,20
12959350,4827550,20151223003000 ,25
12959950,4826550,20151223003000 ,5
12960050,4827150,20151223003000 ,26
12959650,4826950,20151223003000 ,23
12960150,4827650,20151223003000 ,2
12960350,4826950,20151223003000 ,12
12959950,4826950,20151223003000 ,44
12960050,4827550,20151223003000 ,1
12959650,4826750,20151223003000 ,11
12960350,4827050,20151223003000 ,39
12959350,4827150,20151223003000 ,5
12959450,4826650,20151223003000 ,2
12959750,4827150,20151223003000 ,4
12959850,4826850,20151223003000 ,12
12960250,4826950,20151223003000 ,30
12959250,4827550,20151223003000 ,6
12959450,4826750,20151223003000 ,30
12959750,4827050,20151223003000 ,4
12960050,4827050,20151223003000 ,19
12960250,4827550,20151223003000 ,25
12959450,4827050,20151223003000 ,36
12959950,4826750,20151223003000 ,20
12960250,4827050,20151223003000 ,21
12959650,4827150,20151223003000 ,8
12959650,4827050,20151223003000 ,10
12959750,4827350,20151223003000 ,33
12959450,4827250,20151223003000 ,11
12959850,4827250,20151223003000 ,6
12960450,4827050,20151223003000 ,33
12959750,4826650,20151223003000 ,9
12960450,4827250,20151223003000 ,24
12959450,4827650,20151223003000 ,12
12960050,4827350,20151223003000 ,20
12959350,4827050,20151223003000 ,30
12960050,4826650,20151223003000 ,9
12959550,4826950,20151223003000 ,10
12959750,4827850,20151223003000 ,1
12959950,4827750,20151223003000 ,8
12959950,4827350,20151223003000 ,34
12959350,4826750,20151223003000 ,3
12960450,4826950,20151223003000 ,16
12960050,4827250,20151223003000 ,21
12959350,4827350,20151223003000 ,33
12959450,4827150,20151223003000 ,18
12960150,4826750,20151223003000 ,9
12960450,4827150,20151223003000 ,19
12960050,4827750,20151223003000 ,15
12959450,4827350,20151223003000 ,17
12960050,4826950,20151223003000 ,20
12959750,4826850,20151223003000 ,25
12959250,4827350,20151223003000 ,24
12960050,4826750,20151223003000 ,11
12960350,4826750,20151223003000 ,3
12959850,4827050,20151223003000 ,4
12959850,4827350,20151223003000 ,27
12959950,4827550,20151223003000 ,5
12959650,4826850,20151223003000 ,15
12959550,4826650,20151223003000 ,8
12959650,4827450,20151223003000 ,20
12959750,4827750,20151223003000 ,4
12959750,4826950,20151223003000 ,31
12960250,4826650,20151223003000 ,8
12959150,4827150,20151223003000 ,1
12959950,4826850,20151223003000 ,20
12959250,4826850,20151223003000 ,11
12959450,4826950,20151223003000 ,38
12960450,4827350,20151223003000 ,25
12959150,4827350,20151223003000 ,9
12960250,4827350,20151223003000 ,28
12959650,4827850,20151223003000 ,5
12959250,4827150,20151223003000 ,16
12959850,4827250,20151223010000 ,6
12960150,4827150,20151223010000 ,17
12959550,4826650,20151223010000 ,12
12960050,4826550,20151223010000 ,1
12959350,4827350,20151223010000 ,29
12960350,4827350,20151223010000 ,21
12959350,4827450,20151223010000 ,5
12960150,4827250,20151223010000 ,15
12959950,4827450,20151223010000 ,2
12959650,4826750,20151223010000 ,9
12959650,4827350,20151223010000 ,21
12960050,4826750,20151223010000 ,6
12959550,4827050,20151223010000 ,14
12959450,4827250,20151223010000 ,12
12959650,4826950,20151223010000 ,17
12960250,4826950,20151223010000 ,27
12960050,4827450,20151223010000 ,1
12959450,4827450,20151223010000 ,2
12959650,4827750,20151223010000 ,13
12959250,4827050,20151223010000 ,23
12959950,4826950,20151223010000 ,31
12959350,4827150,20151223010000 ,4
12959750,4827750,20151223010000 ,4
12959650,4827150,20151223010000 ,1
12960450,4826950,20151223010000 ,9
12959950,4827250,20151223010000 ,11
12959450,4827650,20151223010000 ,14
12959850,4827050,20151223010000 ,10
12960050,4826950,20151223010000 ,17
12960350,4827050,20151223010000 ,39
12959350,4827650,20151223010000 ,4
12960350,4827450,20151223010000 ,20
12959750,4826550,20151223010000 ,3
12959750,4826950,20151223010000 ,16
12959850,4827550,20151223010000 ,10
12959550,4826550,20151223010000 ,3
12959750,4827350,20151223010000 ,21
12959550,4826750,20151223010000 ,1
12959850,4826550,20151223010000 ,1
12959850,4826850,20151223010000 ,12
12960050,4827250,20151223010000 ,21
12959250,4827250,20151223010000 ,7
12959550,4827550,20151223010000 ,5
12959750,4827250,20151223010000 ,14
12959250,4827150,20151223010000 ,30
12959450,4827350,20151223010000 ,15
12960050,4827750,20151223010000 ,12
12959950,4826850,20151223010000 ,15
12960150,4827450,20151223010000 ,9
12959150,4827050,20151223010000 ,1
12959150,4826950,20151223010000 ,6
12959450,4827150,20151223010000 ,12
12960250,4826750,20151223010000 ,21
12960350,4826950,20151223010000 ,11
12960050,4827150,20151223010000 ,30
12960250,4826850,20151223010000 ,8
12960050,4826850,20151223010000 ,9
12959450,4826850,20151223010000 ,25
12960250,4827350,20151223010000 ,22
12960250,4827550,20151223010000 ,24
12959350,4826750,20151223010000 ,4
12959750,4827050,20151223010000 ,2
12959850,4827650,20151223010000 ,23
12959850,4826750,20151223010000 ,11
12959550,4827450,20151223010000 ,2
12959950,4827550,20151223010000 ,3
12960250,4827450,20151223010000 ,20
12959950,4827750,20151223010000 ,8
12960150,4826950,20151223010000 ,23
12959750,4827150,20151223010000 ,5
12959750,4826750,20151223010000 ,19
12959850,4827350,20151223010000 ,24
12959250,4827450,20151223010000 ,10
12959650,4827550,20151223010000 ,7
12959850,4827750,20151223010000 ,13
12960450,4827150,20151223010000 ,19
12960450,4827450,20151223010000 ,6
12959150,4827250,20151223010000 ,3
12959950,4826750,20151223010000 ,21
12959350,4827050,20151223010000 ,18
12959650,4826550,20151223010000 ,2
12960250,4826650,20151223010000 ,4
12960450,4827350,20151223010000 ,19
12959450,4827550,20151223010000 ,7
12959450,4826550,20151223010000 ,1
12959750,4826650,20151223010000 ,7
12959350,4827550,20151223010000 ,19
12959650,4826850,20151223010000 ,11
12959750,4827450,20151223010000 ,22
12959850,4827850,20151223010000 ,6
12959650,4826650,20151223010000 ,9
12959750,4827650,20151223010000 ,45
12959450,4827050,20151223010000 ,22
12959950,4827350,20151223010000 ,21
12959750,4827550,20151223010000 ,7
12960350,4827250,20151223010000 ,15
12959950,4826550,20151223010000 ,5
12959650,4827250,20151223010000 ,3
12959650,4827450,20151223010000 ,20
12959950,4826650,20151223010000 ,8
12960150,4826650,20151223010000 ,10
12960450,4827050,20151223010000 ,32
12959550,4826850,20151223010000 ,38
12959450,4827750,20151223010000 ,18
12960150,4826750,20151223010000 ,8
12959850,4826950,20151223010000 ,40
12959950,4827150,20151223010000 ,18
12960050,4827350,20151223010000 ,17
12959450,4826750,20151223010000 ,20
12960250,4827650,20151223010000 ,8
12959950,4827850,20151223010000 ,5
12959250,4826950,20151223010000 ,6
12959250,4827550,20151223010000 ,6
12959550,4827350,20151223010000 ,10
12959550,4826950,20151223010000 ,6
12959250,4827350,20151223010000 ,22
12959350,4826950,20151223010000 ,46
12960350,4826850,20151223010000 ,6
12960050,4827650,20151223010000 ,11
12960150,4827750,20151223010000 ,3
12959150,4827150,20151223010000 ,2
12959650,4827850,20151223010000 ,3
12959550,4827650,20151223010000 ,9
12959650,4827650,20151223010000 ,19
12960150,4827050,20151223010000 ,39
12959750,4826850,20151223010000 ,17
12959150,4827350,20151223010000 ,7
12959250,4826850,20151223010000 ,5
12959850,4826650,20151223010000 ,3
12960250,4827150,20151223010000 ,28
12959950,4827050,20151223010000 ,5
12959850,4827450,20151223010000 ,7
12960150,4827350,20151223010000 ,16
12960450,4827250,20151223010000 ,20
12960250,4827050,20151223010000 ,15
12959350,4827250,20151223010000 ,7
12959750,4827850,20151223010000 ,5
12959450,4826950,20151223010000 ,20
12960150,4826850,20151223010000 ,2
12959650,4827050,20151223010000 ,7
12959950,4827650,20151223010000 ,16
12959350,4826850,20151223010000 ,14
12960150,4827650,20151223010000 ,3
12959850,4827150,20151223010000 ,4
12960350,4827550,20151223010000 ,9
12960250,4827250,20151223010000 ,30
12959550,4827750,20151223010000 ,19
12960050,4826650,20151223010000 ,8
12960050,4827050,20151223010000 ,18
12960350,4827150,20151223010000 ,48
12960450,4827050,20151223013000 ,17
12960250,4826750,20151223013000 ,20
12959850,4827450,20151223013000 ,8
12959950,4827050,20151223013000 ,7
12959850,4827850,20151223013000 ,4
12959350,4827250,20151223013000 ,4
12959850,4826750,20151223013000 ,9
12960150,4826950,20151223013000 ,20
12960150,4827350,20151223013000 ,14
12960150,4827450,20151223013000 ,9
12959850,4827050,20151223013000 ,4
12959550,4827450,20151223013000 ,2
12959550,4827050,20151223013000 ,13
12960350,4827350,20151223013000 ,20
12960250,4827350,20151223013000 ,27
12960150,4826650,20151223013000 ,9
12960250,4826950,20151223013000 ,22
12959850,4826950,20151223013000 ,42
12959450,4827050,20151223013000 ,20
12959250,4827150,20151223013000 ,30
12959950,4826750,20151223013000 ,14
12960350,4827050,20151223013000 ,35
12959250,4826950,20151223013000 ,3
12959450,4826850,20151223013000 ,25
12959350,4827650,20151223013000 ,5
12959650,4827750,20151223013000 ,17
12960450,4827450,20151223013000 ,3
12959450,4827150,20151223013000 ,15
12959650,4826950,20151223013000 ,16
12960150,4826850,20151223013000 ,3
12959450,4826650,20151223013000 ,5
12959650,4827850,20151223013000 ,3
12960450,4827250,20151223013000 ,14
12959750,4827650,20151223013000 ,40
12959750,4827350,20151223013000 ,20
12959750,4826950,20151223013000 ,19
12960150,4826750,20151223013000 ,8
12959450,4827350,20151223013000 ,14
12959850,4827650,20151223013000 ,13
12959750,4826750,20151223013000 ,16
12960150,4827650,20151223013000 ,2
12959550,4827650,20151223013000 ,13
12959450,4826750,20151223013000 ,23
12960250,4826650,20151223013000 ,5
12959450,4826950,20151223013000 ,26
12960050,4827650,20151223013000 ,7
12960450,4827150,20151223013000 ,19
12960050,4826750,20151223013000 ,6
12959350,4827550,20151223013000 ,21
12959750,4827850,20151223013000 ,2
12960050,4827750,20151223013000 ,5
12959350,4827150,20151223013000 ,5
12959950,4827450,20151223013000 ,4
12959650,4827350,20151223013000 ,16
12960450,4827350,20151223013000 ,13
12960050,4827450,20151223013000 ,2
12959550,4827350,20151223013000 ,9
12959950,4827350,20151223013000 ,18
12959250,4827450,20151223013000 ,8
12959150,4826950,20151223013000 ,1
12959850,4826650,20151223013000 ,2
12960050,4826650,20151223013000 ,9
12959550,4826850,20151223013000 ,29
12959650,4827450,20151223013000 ,16
12959750,4826550,20151223013000 ,4
12959750,4827050,20151223013000 ,4
12960050,4827150,20151223013000 ,23
12960350,4827550,20151223013000 ,10
12960050,4827050,20151223013000 ,10
12960250,4827550,20151223013000 ,14
12959250,4827550,20151223013000 ,3
12960350,4827150,20151223013000 ,43
12959350,4826750,20151223013000 ,4
12960150,4827250,20151223013000 ,13
12960350,4827450,20151223013000 ,15
12959950,4827750,20151223013000 ,7
12959550,4826750,20151223013000 ,5
12959650,4827550,20151223013000 ,15
12959850,4827150,20151223013000 ,2
12959950,4826850,20151223013000 ,7
12959950,4826950,20151223013000 ,30
12959350,4826850,20151223013000 ,17
12959850,4827750,20151223013000 ,11
12959450,4827550,20151223013000 ,7
12959350,4827350,20151223013000 ,30
12960050,4827250,20151223013000 ,16
12959750,4826850,20151223013000 ,21
12959950,4827250,20151223013000 ,19
12959850,4827350,20151223013000 ,15
12959150,4827250,20151223013000 ,1
12959250,4826850,20151223013000 ,9
12960150,4827150,20151223013000 ,17
12959550,4826950,20151223013000 ,5
12959750,4827450,20151223013000 ,20
12959650,4827050,20151223013000 ,10
12959850,4827550,20151223013000 ,8
12959750,4827750,20151223013000 ,5
12960250,4827450,20151223013000 ,16
12960050,4826950,20151223013000 ,13
12959950,4827650,20151223013000 ,19
12960150,4827050,20151223013000 ,34
12959450,4827650,20151223013000 ,4
12959650,4826850,20151223013000 ,6
12959250,4827050,20151223013000 ,23
12959550,4826650,20151223013000 ,8
12959350,4827450,20151223013000 ,4
12960450,4826950,20151223013000 ,10
12959650,4826650,20151223013000 ,5
12959450,4827250,20151223013000 ,10
12959450,4827750,20151223013000 ,17
12959350,4826950,20151223013000 ,46
12959850,4826850,20151223013000 ,12
12959150,4827050,20151223013000 ,2
12960050,4827350,20151223013000 ,19
12960250,4826850,20151223013000 ,5
12960350,4826850,20151223013000 ,4
12959850,4827250,20151223013000 ,3
12959950,4827550,20151223013000 ,1
12960350,4827250,20151223013000 ,8
12959750,4826650,20151223013000 ,5
12959650,4827650,20151223013000 ,21
12959750,4827250,20151223013000 ,17
12959750,4827550,20151223013000 ,7
12959550,4827750,20151223013000 ,24
12960150,4827550,20151223013000 ,1
12959950,4826650,20151223013000 ,5
12960250,4827250,20151223013000 ,24
12960150,4827750,20151223013000 ,1
12959650,4827150,20151223013000 ,1
12959150,4827350,20151223013000 ,2
12959250,4827250,20151223013000 ,8
12959350,4827050,20151223013000 ,16
12959950,4827150,20151223013000 ,23
12960250,4827050,20151223013000 ,10
12959550,4826550,20151223013000 ,2
12959650,4827250,20151223013000 ,4
12960250,4827150,20151223013000 ,32
12959950,4826550,20151223013000 ,3
12959550,4827550,20151223013000 ,7
12959750,4827150,20151223013000 ,1
12960250,4827650,20151223013000 ,3
12959650,4826750,20151223013000 ,13
12959250,4827350,20151223013000 ,18
12959950,4827850,20151223013000 ,2
12960350,4826950,20151223013000 ,14
12960050,4826850,20151223013000 ,8
12960150,4827150,20151223020000 ,16
12960050,4826550,20151223020000 ,1
12960450,4827050,20151223020000 ,22
12959950,4827750,20151223020000 ,2
12959250,4826950,20151223020000 ,2
12959750,4827250,20151223020000 ,15
12959450,4827550,20151223020000 ,6
12959950,4826650,20151223020000 ,3
12959450,4827350,20151223020000 ,11
12960350,4827450,20151223020000 ,12
12959750,4827350,20151223020000 ,17
12959450,4827650,20151223020000 ,9
12960250,4826650,20151223020000 ,6
12960350,4827150,20151223020000 ,42
12959750,4827150,20151223020000 ,1
12959250,4826850,20151223020000 ,2
12959650,4826850,20151223020000 ,6
12959950,4827350,20151223020000 ,11
12959950,4827250,20151223020000 ,8
12959650,4827550,20151223020000 ,10
12959750,4827550,20151223020000 ,5
12960350,4826750,20151223020000 ,2
12959250,4827550,20151223020000 ,4
12959150,4826950,20151223020000 ,2
12959650,4826750,20151223020000 ,10
12960050,4827750,20151223020000 ,7
12959550,4827850,20151223020000 ,1
12959150,4827150,20151223020000 ,1
12959950,4827150,20151223020000 ,18
12960350,4827350,20151223020000 ,20
12959550,4826850,20151223020000 ,28
12959450,4826950,20151223020000 ,16
12959850,4827350,20151223020000 ,27
12959850,4827450,20151223020000 ,9
12959350,4827550,20151223020000 ,15
12959750,4827650,20151223020000 ,35
12960350,4827250,20151223020000 ,5
12959250,4827350,20151223020000 ,17
12959250,4827250,20151223020000 ,6
12959550,4827050,20151223020000 ,16
12959450,4827150,20151223020000 ,17
12959350,4826950,20151223020000 ,37
12959450,4826650,20151223020000 ,5
12960250,4827350,20151223020000 ,28
12960450,4827350,20151223020000 ,20
12960050,4826850,20151223020000 ,2
12960150,4826750,20151223020000 ,9
12960250,4827050,20151223020000 ,13
12959550,4827750,20151223020000 ,14
12960050,4827650,20151223020000 ,5
12959750,4827050,20151223020000 ,3
12959750,4827450,20151223020000 ,16
12959850,4826550,20151223020000 ,1
12960150,4827250,20151223020000 ,19
12960250,4827150,20151223020000 ,25
12959650,4827150,20151223020000 ,3
12959750,4826550,20151223020000 ,7
12959450,4827450,20151223020000 ,2
12959750,4826950,20151223020000 ,20
12959450,4826750,20151223020000 ,16
12959650,4827450,20151223020000 ,22
12959850,4827750,20151223020000 ,5
12960150,4826550,20151223020000 ,1
12960250,4827550,20151223020000 ,11
12959550,4827650,20151223020000 ,8
12959950,4827650,20151223020000 ,14
12960150,4827050,20151223020000 ,27
12959350,4826850,20151223020000 ,7
12959550,4827550,20151223020000 ,5
12960250,4826950,20151223020000 ,24
12959350,4827050,20151223020000 ,16
12959650,4827050,20151223020000 ,11
12959650,4827350,20151223020000 ,15
12959850,4827150,20151223020000 ,3
12959950,4827850,20151223020000 ,5
12959850,4826850,20151223020000 ,10
12959350,4826750,20151223020000 ,5
12959250,4827050,20151223020000 ,16
12959350,4827450,20151223020000 ,5
12959550,4827350,20151223020000 ,12
12959950,4827450,20151223020000 ,2
12959550,4826650,20151223020000 ,11
12960450,4827150,20151223020000 ,19
12960050,4827350,20151223020000 ,19
12960450,4826950,20151223020000 ,7
12959850,4826950,20151223020000 ,28
12960150,4827650,20151223020000 ,1
12959350,4827650,20151223020000 ,2
12959450,4827050,20151223020000 ,23
12959150,4827050,20151223020000 ,3
12959950,4827550,20151223020000 ,1
12960150,4827450,20151223020000 ,8
12959650,4826950,20151223020000 ,14
12959850,4827850,20151223020000 ,2
12959150,4827250,20151223020000 ,2
12959750,4826850,20151223020000 ,15
12959350,4827350,20151223020000 ,23
12959750,4826650,20151223020000 ,7
12960250,4827250,20151223020000 ,16
12959750,4826750,20151223020000 ,20
12959850,4827250,20151223020000 ,3
12960350,4827550,20151223020000 ,7
12960050,4827050,20151223020000 ,14
12959850,4826750,20151223020000 ,10
12960050,4827450,20151223020000 ,1
12959350,4827250,20151223020000 ,6
12959350,4827150,20151223020000 ,3
12960450,4827450,20151223020000 ,2
12959450,4827750,20151223020000 ,17
12959850,4826650,20151223020000 ,4
12960050,4826750,20151223020000 ,10
12960350,4826950,20151223020000 ,12
12959450,4826850,20151223020000 ,20
12959650,4827750,20151223020000 ,7
12960350,4827050,20151223020000 ,26
12959450,4827250,20151223020000 ,9
12960050,4827250,20151223020000 ,9
12959550,4826750,20151223020000 ,4
12959650,4827850,20151223020000 ,3
12959950,4827050,20151223020000 ,6
12959650,4827650,20151223020000 ,16
12960050,4826950,20151223020000 ,9
12960150,4827350,20151223020000 ,17
12960050,4826650,20151223020000 ,8
12960250,4826850,20151223020000 ,4
12960150,4826950,20151223020000 ,15
12959950,4826550,20151223020000 ,2
12959250,4827450,20151223020000 ,7
12959250,4827150,20151223020000 ,33
12959950,4826850,20151223020000 ,13
12960450,4827250,20151223020000 ,12
12960150,4826850,20151223020000 ,3
12959650,4827250,20151223020000 ,2
12959950,4826750,20151223020000 ,14
12959950,4826950,20151223020000 ,28
12960050,4827150,20151223020000 ,23
12959550,4826550,20151223020000 ,2
12960350,4826850,20151223020000 ,5
12959850,4827650,20151223020000 ,10
12960250,4827650,20151223020000 ,5
12959850,4827050,20151223020000 ,8
12960250,4827450,20151223020000 ,14
12959650,4826650,20151223020000 ,8
12960250,4826750,20151223020000 ,12
12959850,4827550,20151223020000 ,4
12960150,4826650,20151223020000 ,5
12959150,4827350,20151223020000 ,9
12959550,4826950,20151223020000 ,4
12959550,4827450,20151223020000 ,3
12960350,4827450,20151223023000 ,15
12959550,4826550,20151223023000 ,4
12959250,4827050,20151223023000 ,15
12959650,4826850,20151223023000 ,5
12959350,4827150,20151223023000 ,4
12959350,4826850,20151223023000 ,7
12959350,4827450,20151223023000 ,3
12959650,4826750,20151223023000 ,7
12960250,4827550,20151223023000 ,12
12960150,4826850,20151223023000 ,5
12959750,4827350,20151223023000 ,22
12960450,4827150,20151223023000 ,16
12959250,4827550,20151223023000 ,3
12960250,4827450,20151223023000 ,15
12959750,4826650,20151223023000 ,4
12959850,4826850,20151223023000 ,5
12960250,4827350,20151223023000 ,17
12960250,4827250,20151223023000 ,16
12959250,4826950,20151223023000 ,5
12959450,4827550,20151223023000 ,8
12960150,4826750,20151223023000 ,5
12959350,4826950,20151223023000 ,32
12960050,4827350,20151223023000 ,10
12959750,4827450,20151223023000 ,13
12959650,4826950,20151223023000 ,14
12960050,4827450,20151223023000 ,1
